full_text;clean_text;sentiment;confidence;label_final
di indo bersaing cukup siapa yg paling banyak duitnya🤣🖕;di indo bersaing cukup siapa yang paling banyak duitnya;negatif;4511;negatif
@harunatan27 Yok semangat #kaburajadulu ;yok semangat kaburajadulu;positif;454;positif
@beanzlime @dyanaputrin @ziziiyyy Ngga jga bisa di semua RS kok berobatnya dan tetep tercover mau di dlm dan luar negeri cma klo RS yg di luar kerja sama kantor tuh kita hrs nalangin dlu baru nanti diganti dan itu msh full cover;tidak juga bisa di semua rs kok berobatnya dan tetep tercover mau di dlm dan luar negeri cma kalau rs yang di luar kerja sama kantor tuh kita harus nalangin dulu baru nanti diganti dan itu masih full cover;negatif;4545;netral
@ixorauv Inii Preloved sebelum #kaburajadulu kh;inii preloved sebelum kaburajadulu kh;netral;4554;netral
iya jg bang cuman minim kejadian sih;iya juga bang cuman minim kejadian sih;negatif;456;negatif
aku juga mw @oqjavzigeldjsgzyhs @🦄 #kaburajadulu;aku juga now watching kaburajadulu;netral;4565;netral
"Old
#DiRumahAja
New
#KaburAjaDulu";old dirumahaja new kaburajadulu;negatif;4569;negatif
lu tau apa cil wkwk🤭;kamu tahu apa cil wkwk;netral;4569;netral
andai ajah gw punya duit banyak;andai ajah saya punya duit banyak;positif;4569;negatif
pelan pelan bg 😂;pelan pelan abang;negatif;4573;netral
kita harus cari uang yang banyakkk di masdep!!! supaya bisa ajak ortu;kita harus cari uang yang banyakkk di masdep supaya bisa ajak orang tua;negatif;4575;positif
mnding english aja bang,abg kmna' klo bisa english uda enak,because itu bhsa internasional,but kli mandarin cma bisa di bbrpa negara aja,china misalnya;mnding english saja bang abg kmna kalau bisa english uda enak because itu bhsa internasional but kli mandarin cma bisa di bbrpa negara saja china misalnya;negatif;4575;netral
@hrdbacot Makanya sudah benar kok. Kl memang kuotanya sudah melebihi ya perusahaan harus cari sourcing minyak lokal. Gak bisa mengandalkan sourcing minyak dri luar negeri lagi. Ntah kerja sama dengan refinery2 Indonesia dll;makanya sudah benar kok kalau memang kuotanya sudah melebihi iya perusahaan harus cari sourcing minyak lokal gak bisa mengandalkan sourcing minyak dari luar negeri lagi ntah kerja sama dengan refinery indonesia dan lain-lain;positif;4576;negatif
😂😂😂😂 ini dia ini niiii😂😂😂;ini dia ini niiii;positif;4582;netral
Allahumma shalli 'ala sayyidina Muhammad;allahumma shalli ala sayyidina muhammad;netral;4584;positif
Memang lebih baik #KaburAjaDulu dengan persiapan ;memang lebih baik kaburajadulu dengan persiapan;positif;4586;negatif
kalo kmu punya skil GK perlu duit dulu..;kalau kmu punya skil gk perlu duit dulu;positif;4586;netral
Doa’ain aku ya teman2 supaya Visa ku ke approved secepat nya, aku juga mau kabur🙏🏻.;doa ain aku iya teman supaya visa ku ke approved secepat nya aku juga mau kabur;netral;4587;positif
nah iy kan 🤣🤣🤣🤣🤣🤣 menyala pokonya;nah iy kan menyala pokonya;negatif;4591;netral
kamu juga ya kan 😂;kamu juga iya kan;positif;4592;netral
"SYARAT UNTUK KERJA DI INDO
PAK JOKOWI HARUS JADI PRESIDEN LAGI SELAMANYA🙏";syarat untuk kerja di indo pak jokowi harus jadi presiden lagi selamanya;netral;4592;negatif
fakta ya mass;fakta iya mass;positif;4593;netral
@tvOneNews Setelah pelatihan bahasa ada baiknya pencari kerja luar negeri jg di fasilitasi kira lembaga mana yg bisa bantu utk menjadi Pekerja di luar negeri jd biar rakyat tahu harus kmn langkah nya;setelah pelatihan bahasa ada baiknya pencari kerja luar negeri juga di fasilitasi kira lembaga mana yang bisa bantu untuk menjadi pekerja di luar negeri jadi biar rakyat tahu harus kmn langkah nya;netral;4599;netral
@barengwarga @prabowo Ternyata lu juga begitu ya wo #KaburAjaDulu ;ternyata kamu juga begitu iya wo kaburajadulu;negatif;4602;negatif
kak bnrrr jepang atau Australia nihhh;kak bnrrr jepang atau australia nihhh;negatif;4604;netral
Banyak warga Korea terutama generasi muda yang memilih pindah ke pulau ini. FYI artis pun ada yang #kaburajadulu ke pulau ini yaitu Lee Hyori dan Yuri SNSD. Lee Hyori bahkan menetap di Jeju bersama suaminya sejak menikah di tahun 2013. https://t.co/wybYeEPpTL;banyak warga korea terutama generasi muda yang memilih pindah ke pulau ini sebagai informasi artis pun ada yang kaburajadulu ke pulau ini yaitu lee hyori dan yuri snsd lee hyori bahkan menetap di jeju bersama suaminya sejak menikah di tahun;netral;4606;netral
"Kelas GRATIS Tes IELTS &amp; TOEFL buat kamu yang pemula mau daftar beasiswa/kerja di Luar Negeri Banyak yang masih bingung harus pilih IELTS atau TOEFL buat syarat studi atau karier. Kadang salah pilih tes bisa bikin waktu &amp; biaya terbuang sia-sia. https://t.co/vN5jqeV40p";kelas gratis tes ielts amp toefl buat kamu yang pemula mau daftar beasiswa kerja di luar negeri banyak yang masih bingung harus pilih ielts atau toefl buat syarat studi atau karier kadang salah pilih tes bisa bikin waktu amp biaya terbuang sia sia;negatif;4613;negatif
hrus punya tmn jg sii;harus punya tmn juga sii;netral;4623;netral
rata² kebanyakan org yg pindah mah orang² pinter 🤭;rata² kebanyakan org yang pindah mah orang² pinter;positif;4627;negatif
Karena BAHLIL dan JOKOWI;karena bahlil dan jokowi;positif;4628;negatif
Tergantung masing2 gimana gaya hidupnya kalau niatnya buat nabung ya bisa ngirit beli yg seperlunya aja;tergantung masing bagaimana gaya hidupnya kalau niatnya buat nabung iya bisa ngirit beli yang seperlunya saja;positif;463;positif
gua punya duit,,gua punya kuasa💋;saya punya duit saya punya kuasa;netral;463;positif
#gapunyapaspor;gapunyapaspor;negatif;4633;negatif
Semoga kalian yang mempunyai mimpi buat ngikutin trend kabur aja dulu semoga tercapai 🤲;semoga kalian yang mempunyai mimpi buat ngikutin trend kabur saja dulu semoga tercapai;netral;4638;positif
Gas bang;gas bang;netral;4643;netral
bg ramalan 2030 bener terjadi💀;abang ramalan benar terjadi;positif;4644;negatif
"ke India juga gpp kok😞
yg penting masak sndiri y KLO g bisa PUASA🔥";ke india juga tidak apa-apa kok yang penting masak sendiri ya kalau g bisa puasa;positif;4646;negatif
magang;magang;negatif;4647;netral
Mau ikutan #kaburajadulu Jadi persiapkan anak unk bisa sekolah di LN Semoga g telat Krn anak masih SMP https://t.co/PHhEs9pGRB;mau ikutan kaburajadulu jadi persiapkan anak unk bisa sekolah di ln semoga g terlambat karena anak masih smp;negatif;4649;negatif
Beberapa poin menarik: 1. Rakyat Madagaskar memilih untuk #UsirAjaDulu penguasanya daripada rakyat yang harus #KaburAjaDulu. 2. Rakyat sipilnya kebetulan bisa satu agenda dengan militer Madagaskar. 3. Penguasa yang kabur ini kebetulan adalah keturunan Nusantara di Madagaskar.;beberapa poin menarik rakyat madagaskar memilih untuk usirajadulu penguasanya daripada rakyat yang harus kaburajadulu rakyat sipilnya kebetulan bisa satu agenda dengan militer madagaskar penguasa yang kabur ini kebetulan adalah keturunan nusantara di madagaskar;positif;4654;negatif
di indonesia cukup baca komik gk perlu sekolah Tinggi bisa jadi wapres;di indonesia cukup baca komik gk perlu sekolah tinggi bisa jadi wapres;netral;466;negatif
y makanya belajar dari sekarang;ya makanya belajar dari sekarang;positif;466;positif
saya bulan depan ke Korea di ajak sama sodara kerja disana.. gaji sekitaran 23-255 jt belum termasuk lembur dan ini gaji buat pekerja yang baru masuk... #kaburajadulu;saya bulan depan ke korea di ajak sama sodara kerja disana gaji sekitaran jt belum termasuk lembur dan ini gaji buat pekerja yang baru masuk kaburajadulu;netral;4663;netral
"Aku akan ke Jepang
#KABURAJADULU";aku akan ke jepang kaburajadulu;netral;4663;netral
pengen banyak duit biar bisa ke jepang 🤭;pengen banyak duit biar bisa ke jepang;positif;4665;netral
ingat aku tak reti beze ke. trend indo ni nak pindah negara tinggal kat luar bukan tourist;ingat aku tidak reti beze ke trend indo ini nak pindah negara tinggal kat luar bukan tourist;negatif;4665;netral
kalau ada revolusi yg ada tambah cheos;kalau ada revolusi yang ada tambah cheos;negatif;4675;negatif
@ramakng satu²nya perawat luar negeri yg kumau adalah perawat TKHI kerja cuma 2 bulan dpt gaji dan bisa naik haji tanpa antri;satu²nya perawat luar negeri yang kumau adalah perawat tkhi kerja cuma bulan dapat gaji dan bisa naik haji tanpa antri;netral;4677;netral
"2026 bismillah ikut
#kaburajadulu";bismillah ikut kaburajadulu;positif;468;positif
@Juyeonc Weittsss otw intip majalahnya dulu! Keluar negeri juga bisa asalkan gak bolos kerja Cuma tuh belum ada planning ke luar negeri....;weittsss on the way, sedang di jalan intip majalahnya dulu keluar negeri juga bisa asalkan gak bolos kerja cuma tuh belum ada planning ke luar negeri;positif;4683;positif
Hallo budak;hallo budak;positif;4687;negatif
mo kerja dsni aja byk x syarat nya, 30thn dah di anggap jompo;mau kerja dsni saja banyak x syarat nya tahun deh di anggap jompo;positif;4692;negatif
hubungan mindsetnya drimna? orng kerja buat cari uangg tapi syarat kerjanya ga ngotak dan ujung ujungnya pake ordal + kasih uang. jadi mindset bagian mana yg lu maksud?;hubungan mindsetnya drimna orng kerja buat cari uangg tapi syarat kerjanya ga ngotak dan ujung ujungnya pakai ordal kasih uang jadi mindset bagian mana yang kamu maksud;netral;4692;negatif
cari cinta yang setara guys😊😅;cari cinta yang setara teman-teman;negatif;4702;netral
saatnya...menjajah balik? #kaburajadulu;saatnya menjajah balik kaburajadulu;positif;4705;negatif
hati hati ya breee;hati hati iya breee;negatif;4706;positif
Mau ngerasain liburan sebulan di negara orang terus beneran #kaburajadulu ;mau ngerasain liburan sebulan di negara orang terus beneran kaburajadulu;positif;471;positif
ku tunggu 10 thn, gimana kabarnya;ku tunggu tahun bagaimana kabarnya;netral;471;netral
pelan pelan bang🗿;pelan pelan bang;negatif;4712;netral
yaa kalo saya, andai waktu bisa di putar, saya lebih memilih kerja di luar negeri😅;yaa kalau saya andai waktu bisa di putar saya lebih memilih kerja di luar negeri;positif;4714;negatif
umur 40 lebih masih bisa #kaburajadulu gak;umur lebih masih bisa kaburajadulu gak;netral;4718;netral
duh lagi mikir kerja apa lagi ya biar bisa nonton seventeen NEW_ tour di luar negeri ;aduh lagi mikir kerja apa lagi iya biar bisa nonton seventeen new_ tour di luar negeri;positif;472;netral
ho'oh 🤣😂 suamiku kdg klo Winter blg, yukkkk get out from stupid freezing 🥶🤣😂🤣😂;ho oh suamiku kdg kalau winter bilang yukkkk get out from stupid freezing;netral;4722;negatif
negeri kita subur dan makmur hanya sebuah lagu🫢🫢🫢;negeri kita subur dan makmur hanya sebuah lagu;netral;4724;negatif
Menyala... 😹;menyala;negatif;4724;netral
@MiM_One @WilliamAndals @worksfess kakk spill cara kerja di luar negeri dongg;kakk spill cara kerja di luar negeri dongg;netral;4726;netral
Di Indonesia saya biasanya tidur sekitar jam 11 malem. Kemarin2 di Singapore saya tidur sekitar jam 11 malem. Bedanya di Indonesia harus bangun jam 4.30 pagi sedangkan di Singapore 5.30 pagi. Berarti panjang tidur saya lebih ok di sana. Apakah berarti harus #kaburajadulu?;di indonesia saya biasanya tidur sekitar jam malam kemarin di singapore saya tidur sekitar jam malam bedanya di indonesia harus bangun jam pagi sedangkan di singapore pagi berarti panjang tidur saya lebih ok di sana apakah berarti harus kaburajadulu;negatif;4727;netral
Mau jadi content creator mau jadi WN Australia mau jadi apa aja terserah mau pindah kerjaan berkali kali gapapa ngga ada ikatan apapun layaknya program LPK di berbagai negara ya mau ngejar 10M per tahun silahkan banget ya #whv #australia #kaburajadulu;mau jadi content creator mau jadi wn australia mau jadi apa saja terserah mau pindah kerjaan berkali kali gapapa tidak ada ikatan apapun layaknya program lpk di berbagai negara iya mau ngejar m per tahun silahkan banget iya whv australia kaburajadulu;negatif;4728;negatif
gimana caranyaaa aaaa;bagaimana caranyaaa aaaa;positif;4729;netral
tunggu ada uang😔;tunggu ada uang;netral;4737;netral
ga nabung doang bg bljr bahasa negaranya juga harus;ga nabung doang abang bljr bahasa negaranya juga harus;netral;4738;netral
@henderypunya The real #KaburAjaDulu mana kita belum pernah meet ;the real kaburajadulu mana kita belum pernah meet;negatif;4741;netral
kalo mau dipertahanin yaa perbaiki hubungan jngan digantungg boyy;kalau mau dipertahanin yaa perbaiki hubungan jngan digantungg boyy;positif;4742;netral
@urfuuni yokla yok😭🤣;yokla yok;netral;4743;netral
nah itu salah satu yg harus di tegas kan oleh pemerintah;nah itu salah satu yang harus di tegas kan oleh pemerintah;netral;4744;negatif
rill,perlahan lahan tapi pasti;rill perlahan lahan tapi pasti;positif;4744;positif
@anndaikan tahun depan coba lagi siapa tau dapat #kaburajadulu;tahun depan coba lagi siapa tahu dapat kaburajadulu;positif;4745;positif
"bismillah tidak tahun ini ya tahun depan
Australia/korea i'm coming
#kaburaajadulu";bismillah tidak tahun ini iya tahun depan australia korea i m coming kaburaajadulu;negatif;4745;positif
kalo umur masih 30 kebawah mending ke jepang atau ke negara lain ambil job pertanian #kaburajadulu;kalau umur masih kebawah lebih baik ke jepang atau ke negara lain ambil job pertanian kaburajadulu;netral;4747;netral
Kalo kakek masih hidup aku udah minta diajarin bahasa belanda seenggaknya ada bekal dikit kalo mau #KaburAjaDulu;kalau kakek masih hidup aku sudah minta diajarin bahasa belanda seenggaknya ada bekal dikit kalau mau kaburajadulu;positif;4753;positif
umur 22 bukan berarti terlambat untuk mulai belajar tapi titik sadar untuk menyala lebih terang! #KaburAjaDulu;umur bukan berarti terlambat untuk mulai belajar tapi titik sadar untuk menyala lebih terang kaburajadulu;negatif;4757;positif
pengen klo g ad skill ya prcuma lh kocag😹;pengen kalau g ada skill iya prcuma lh kocag;negatif;4759;negatif
🤣. iyain;iyain;positif;4762;netral
@goraici Di Indonesia mau makan mi gacoan jam 3 pagi juga bisa tapi kayanya karyawan mereka kalo punya pilihan mereka akan pilih #kaburajadulu gak sih? CMIIW ;di indonesia mau makan mi gacoan jam pagi juga bisa tapi kayaknya karyawan mereka kalau punya pilihan mereka akan pilih kaburajadulu gak sih correct me if i'm wrong;negatif;4764;negatif
@meldaasitepu @🌻 gimana;bagaimana;positif;4765;netral
ķan justru gk bisa, mkannya yg mau pergi mhon di segerakan. biar berkurng saingannya, tnpa harus di singkirkan udh nyingkir sndrikan gk perlu repot bang.;ķan justru gk bisa mkannya yang mau pergi mhon di segerakan biar berkurng saingannya tnpa harus di singkirkan udh nyingkir sndrikan gk perlu repot bang;positif;4767;negatif
Dear you kamu kalau ga percaya bahwa komunikasi yang baik adalah kunci supaya keadaan ga ruwet dan berantakan lihat tuh cara komunikasi pemerintah kita. Ttd. Minbakum;dear you kamu kalau ga percaya bahwa komunikasi yang baik adalah kunci supaya keadaan ga ruwet dan berantakan lihat tuh cara komunikasi pemerintah kita ttd minbakum;positif;4767;negatif
qw si yes bang 🐒;qw si yes bang;netral;4776;netral
Sudah menuju al malhamah mungkin udah waktunya manasik di padang mahsyar. Yang benar ya ikutin kata nabi. #KaburAjaDulu ke desa. Persiapkan bekal pasca al malhamah. Ga ada yang tahu kita dikasih hidup atau mati setelahnya.;sudah menuju al malhamah mungkin sudah waktunya manasik di padang mahsyar yang benar iya ikutin kata nabi kaburajadulu ke desa persiapkan bekal pasca al malhamah ga ada yang tahu kita dikasih hidup atau mati setelahnya;negatif;4784;positif
emang kalau kita punya jiwa nasionalisme semua dipermudah?... ngak kan yaudah 🗿;emang kalau kita punya jiwa nasionalisme semua dipermudah ngak kan ya sudah;positif;4784;negatif
Perjuangan #KaburAjaDulu lewat berburu visa WHV ke Australia ternyata seniat itu dari Surabaya dan Papua bahkan ke Jakarta demi akses internet cepat https://t.co/clufZzFacA;perjuangan kaburajadulu lewat berburu visa whv ke australia ternyata seniat itu dari surabaya dan papua bahkan ke jakarta demi akses internet cepat;positif;4787;netral
pengen banget tapi anak udah 2;pengen banget tapi anak sudah;netral;4788;netral
lahh, nantangin pak?🥰 doain ya mentemen🥰;lahh nantangin pak doain iya mentemen;positif;479;positif
masih ko;masih ko;positif;4791;netral
Lapangan bola kali ah;lapangan bola kali ah;positif;4791;negatif
ini persyaratan yang paling kocak sih. mana persyaratan umurnya yang 20an. umur 20an masih cari kerja eh pas melamar persyaratan nya harus ada pengalaman 🙂.;ini persyaratan yang paling kocak sih mana persyaratan umurnya yang an umur an masih cari kerja eh pas melamar persyaratan nya harus ada pengalaman;positif;4798;negatif
#kaburajadulu tulungagung;kaburajadulu tulungagung;negatif;4798;netral
di Australia kan😅;di australia kan;netral;4803;netral
